Num,Movements,Exercise Type,Target Muscle,Movement Pattern,Equipment,Skills Level,Desc
1989,Seated Reverse Barbell Wrist Curl,Strength,Forearms,Pull,Barbell,Beginner,"Seated Reverse Barbell Wrist Curl is an effective way to strengthen and tone the muscles in the back of the forearm It is performed sitting on a chair or bench, with palms facing downwards while holding a barbell with an underhand grip with your arms on your lap You curl the barbell up against the resistance of gravity toward the shoulder and lower back down again This exercise targets the muscles in the back of the forearm, such as the brachioradialis"
1990,Seated Neutral Dumbbell Wrist Curl,Strength,Forearms,Pull,Dumbbells,Beginner,The seated neutral dumbbell wrist curl is a great fitness movement for strengthening and toning the forearms It is performed while seated on a flat bench and involves holding a dumbbell in each hand with the palms facing inward The movement is to curl the weights up towards the body and then slowly lower them back to the starting position This exercise is used to target the smaller muscles in the forearms and can be used as part of an overall fitness program for improving overall arm strength
1991,Standing One Arm Dumbbell Reverse Curl,Strength,Forearms,Pull,Dumbbells,Beginner,"Standing One Arm Dumbbell Reverse Curl is an effective fitness movement that works to strengthen the forearms, biceps, and triceps muscles This exercise helps to isolate the target muscles, allowing for full focus and improved balance and form This exercise also helps to add definition and muscle tone, while simultaneously increasing grip strength, all while in a standing position making it a great way to strengthen the arms for many types of activities"
1992,Trap Bar Farmers Carry,Strength,Forearms,Hinge,Trap Bar,Beginner,"Trap Bar Farmers Carry is a fitness movement which focuses on strengthening postural muscles by walking with a Trap Bar from one point to another while working to keep the core engaged and maintaining proper posture It helps to build full body strength, core stability, and balance"
1993,Kettlebell Single Arm Racked Carry,Strength,Forearms,Hinge,Kettlebells,Beginner,"Kettlebell Single Arm Racked Carry is a great exercise for building core strength and conditioning your body It requires you to hold a kettlebell close to your rib cage with one arm, while keeping your torso upright and squeezing your core muscles It's a great way to build strength and stability, and it also helps to develop endurance, balance, and coordination"
1994,Reverse Concentration Curl,Strength,Forearms,Pull,Dumbbells,Beginner,"Reverse Concentration Curls is a strength training exercise that targets the biceps muscles It is done by standing with your legs shoulder-width apart, holding a dumbbell with one hand at arm's length in front of you From there, you curl the weight up to your shoulder while keeping the elbows tucked in At the top of the movement, you can squeeze your biceps and then slowly lower the weight back to its starting position"
1995,Reverse Grip Preacher Curl,Strength,Forearms,Pull,Barbell,Beginner,"The Reverse Grip Preacher Curl is a great exercise for isolating the biceps muscles and strengthening the bicep curl movement It involves hinging at the waist and resting the elbows on the preacher bench, using an overhand grip to lift the barbell up and squeezing the biceps at the top of the curl before slowly lowering the barbell back down This exercise can be done with a barbell or dumbbell and is a great way to build muscle mass and strength in"
1996,Fat Gripz Dumbbell Farmers Carry,Strength,Forearms,Push,Dumbbells,Beginner,"The Fat Gripz Dumbbell Farmers Carry is a functional fitness movement that strengthens and builds core strength and stability It involves gripping and carrying two dumbbells with Fat Gripz while walking, and aiming to keep the weight balanced in each hand It is a great exercise to improve muscular balance and endurance for athletes of all levels"
1997,Forearm Tiger Tail,Warmup,Forearms,Rotation,Tiger Tail,Beginner,"Forearm Tiger Tail is a fitness movement designed to help strengthen your forearm musculature and improve functional hand grip It involves hands-on stretching and massage of the forearm muscles, tendons, and tissue to help increase hand strength and reduce fatigue This exercise can be done in a standing or seated position, and can be used in both rehabilitation and fitness programs"
1998,Kettlebell Goblet Carry,Strength,Forearms,Lunge,Kettlebells,Beginner,"Kettlebell Goblet Carry is a functional strength exercise that works the muscles of the core, arms, and legs simultaneously It consists of holding a kettlebell by its horns and lifting it off the ground while maintaining a squat position This move is great for building endurance, balance, and stability in the torso and shoulders"
1999,Overhead Barbell Carry,Strength,Forearms,Lunge,Barbell,Intermediate,"Overhead Barbell Carry is a full body fitness movement that works the upper body and core muscles It involves holding a barbell out in front of your body while keeping a securely gripped overhead position This exercise helps develop core stability, shoulder endurance, and upper body strength"
2000,Barbell Suitcase Carry,Strength,Forearms,Hinge,Barbell,Beginner,"The Barbell Suitcase Carry is a functional fitness movement that requires core strength and stability to carry a heavy barbell in one hand, like a suitcase, for a prescribed distance This exercise challenges coordination by requiring the athlete to control and adjust their body as their offset grip shifts during the movement"
